image,output,timestamp
"{""background"": "".gradio\\flagged\\image\\5180ff78657472e182e7\\background.png"", ""layers"": ["".gradio\\flagged\\image\\7dc7b717a1e79c5efb05\\layer_0.png""], ""composite"": "".gradio\\flagged\\image\\9458cea651e5d3c3cf78\\composite.png"", ""id"": null}","{""label"": null, ""confidences"": null}",2026-02-14 17:06:00.963542
